N°Pt	SN	T	X	Y	Z	P	Alt	Azi	Twi
1197	1198	63598671628,073	21281	24760	0	319	660	740	0
1198	1199	63598671628,077	21454	24752	0	324	660	740	0
1199	1200	63598671628,085	21633	24752	0	325	660	740	0
1200	1201	63598671628,089	21821	24785	0	321	660	740	0
1201	1202	63598671628,093	22017	24846	0	322	660	740	0
1202	1203	63598671628,098	22222	24927	0	324	660	740	0
1203	1204	63598671628,105	22432	25023	0	319	670	730	0
1204	1205	63598671628,109	22647	25131	0	326	670	730	0
1205	1206	63598671628,113	22866	25248	0	326	670	730	0
1206	1207	63598671628,118	23090	25368	0	277	680	700	0
1207	1208	63598671628,126	23319	25484	0	313	680	700	0
1208	1209	63598671628,131	23548	25591	0	303	690	690	0
1209	1210	63598671628,135	23776	25685	0	289	690	690	0
1210	1211	63598671628,138	24004	25764	0	272	690	690	0
1211	1212	63598671628,146	24233	25827	0	270	700	680	0
1212	1213	63598671628,152	24464	25870	0	280	700	680	0
1213	1214	63598671628,154	24699	25897	0	297	710	670	0
1214	1215	63598671628,158	24937	25907	0	293	710	670	0
1215	1216	63598671628,166	25182	25907	0	319	710	670	0
1216	1217	63598671628,17	25435	25907	0	330	710	670	0
1217	1218	63598671628,174	25694	25878	0	326	710	650	0
1218	1219	63598671628,178	25963	25841	0	338	710	650	0
1219	1220	63598671628,186	26239	25797	0	352	720	640	0
1220	1221	63598671628,189	26521	25746	0	357	720	640	0
1221	1222	63598671628,194	26808	25688	0	352	730	620	0
1222	1223	63598671628,197	27100	25624	0	348	730	620	0
1223	1224	63598671628,206	27389	25555	0	341	740	610	0
1224	1225	63598671628,21	27675	25480	0	326	740	610	0
1225	1226	63598671628,213	27951	25400	0	254	750	590	0
1226	1227	63598671628,217	28210	25314	0	177	750	590	0
1227	1228	63598671628,226	28448	25224	24	13	760	570	0
1228	1229	63598671628,229	28448	25224	24	0	750	530	0
1229	1230	63598671628,233	28836	25038	40	0	760	510	0
1230	1231	63598671628,237	28974	24943	112	0	750	480	0
1231	1232	63598671628,245	28999	24849	196	0	760	450	0
1232	1233	63598671628,249	29132	24759	296	0	750	420	0
1233	1234	63598671628,254	29132	24759	397	0	750	420	0
