N°Pt	SN	T	X	Y	Z	P	Alt	Azi	Twi
541	542	1203,091	34821	25026	76	0	670	1070	0
542	543	1203,096	34810	25248	100	0	670	1070	0
543	544	1203,101	34792	25465	116	0	670	1090	0
544	545	1203,106	34791	25673	116	0	660	1080	0
545	546	1203,111	34791	25864	100	0	660	1100	0
546	547	1203,116	34791	26036	88	0	650	1130	0
547	548	1203,121	34810	26186	48	0	640	1120	0
548	549	1203,126	34829	26313	0	0	640	1140	0
549	550	1203,131	34848	26418	0	0	640	1160	0
550	551	1203,136	34868	26507	0	0	630	1170	0
551	552	1203,141	34891	26581	0	0	630	1190	0
552	553	1203,144	34914	26640	0	265	630	1190	0
553	554	1203,149	34938	26692	0	320	630	1210	0
554	555	1203,154	34964	26737	0	329	630	1220	0
555	556	1203,159	34990	26779	0	363	630	1240	0
556	557	1203,164	35025	26820	0	426	630	1240	0
557	558	1203,169	35067	26860	0	458	620	1260	0
558	559	1203,174	35116	26901	0	492	620	1260	0
559	560	1203,179	35171	26942	0	529	630	1270	0
560	561	1203,184	35234	26984	0	563	630	1290	0
561	562	1203,189	35305	27028	0	606	630	1290	0
562	563	1203,194	35383	27075	0	623	630	1300	0
563	564	1203,199	35470	27124	0	650	630	1300	0
564	565	1203,204	35565	27178	0	677	630	1320	0
565	566	1203,209	35669	27234	0	684	630	1320	0
566	567	1203,214	35779	27292	0	701	630	1330	0
567	568	1203,219	35894	27352	0	701	630	1330	0
568	569	1203,224	36014	27414	0	703	630	1330	0
569	570	1203,229	36134	27476	0	694	630	1330	0
570	571	1203,234	36252	27537	0	673	630	1350	0
571	572	1203,239	36365	27596	0	651	630	1370	0
572	573	1203,244	36468	27649	0	615	630	1370	0
573	574	1203,249	36560	27695	0	571	630	1370	0
574	575	1203,254	36635	27732	0	492	630	1370	0
575	576	1203,259	36692	27756	0	395	640	1350	0
576	577	1203,264	36725	27768	0	259	650	1370	0
577	578	1203,269	36733	27768	0	121	650	1370	0
578	579	1203,274	36733	27767	0	11	650	1350	0
579	580	1203,279	36733	27767	24	0	650	1350	0
580	581	1203,284	36622	27690	52	0	650	1350	0
581	582	1203,289	36532	27629	76	0	650	1350	0
582	583	1203,294	36422	27555	104	0	650	1350	0
583	584	1203,299	36297	27466	132	0	650	1350	0
584	585	1203,304	36161	27362	156	0	650	1350	0
585	586	1203,309	36018	27242	172	0	650	1350	0
586	587	1203,314	35870	27106	172	0	650	1350	0
587	588	1203,319	35720	26954	172	0	650	1350	0
588	589	1203,324	35573	26791	172	0	650	1330	0
589	590	1203,329	35431	26621	156	0	650	1330	0
590	591	1203,334	35299	26448	132	0	640	1350	0
591	592	1203,339	35177	26283	104	0	640	1320	0
592	593	1203,344	35072	26137	76	0	640	1320	0
593	594	1203,349	34985	26014	0	0	640	1320	0
594	595	1203,354	34920	25916	0	0	630	1300	0
595	596	1203,359	34876	25841	0	0	630	1300	0
596	597	1203,369	34853	25789	0	485	640	1290	0
597	598	1203,374	34848	25761	0	477	640	1290	0
598	599	1203,379	34848	25755	0	436	640	1270	0
599	600	1203,384	34876	25755	0	436	640	1270	0
600	601	1203,389	34927	25761	0	456	650	1250	0
601	602	1203,394	34996	25785	0	503	650	1230	0
602	603	1203,399	35081	25818	0	527	650	1220	0
603	604	1203,404	35181	25858	0	550	660	1210	0
604	605	1203,409	35295	25905	0	577	660	1190	0
605	606	1203,414	35417	25956	0	601	660	1190	0
606	607	1203,419	35545	26008	0	643	670	1170	0
607	608	1203,423	35673	26058	0	673	670	1170	0
608	609	1203,428	35796	26103	0	685	680	1180	0
609	610	1203,433	35912	26142	0	698	680	1180	0
610	611	1203,438	36018	26176	0	701	680	1180	0
611	612	1203,443	36112	26202	0	706	680	1180	0
612	613	1203,448	36191	26219	0	695	680	1220	0
613	614	1203,453	36258	26225	0	679	680	1220	0
614	615	1203,458	36308	26225	0	642	680	1220	0
615	616	1203,463	36342	26225	0	615	680	1220	0
616	617	1203,468	36358	26198	0	544	680	1250	0
617	618	1203,473	36358	26149	0	466	680	1250	0
618	619	1203,478	36345	26079	0	382	680	1250	0
619	620	1203,483	36293	25989	0	255	690	1270	0
620	621	1203,488	36221	25881	0	118	690	1270	0
621	622	1203,493	36128	25754	0	57	690	1270	0
622	623	1203,498	36128	25754	0	0	690	1270	0
623	624	1203,503	35892	25438	24	0	690	1270	0
624	625	1203,508	35757	25251	36	0	690	1270	0
625	626	1203,513	35618	25042	48	0	690	1270	0
626	627	1203,518	35483	24822	48	0	690	1270	0
627	628	1203,523	35358	24594	36	0	690	1270	0
628	629	1203,528	35245	24368	0	0	690	1270	0
629	630	1203,533	35147	24152	0	0	690	1230	0
630	631	1203,538	35069	23950	0	0	690	1230	0
631	632	1203,543	35011	23773	0	0	690	1210	0
632	633	1203,549	34978	23624	0	250	680	1190	0
633	634	1203,554	34969	23509	0	274	680	1190	0
634	635	1203,559	34969	23427	0	300	680	1160	0
635	636	1203,564	34992	23375	0	353	680	1160	0
636	637	1203,569	35046	23349	0	399	680	1160	0
637	638	1203,574	35121	23345	0	442	680	1140	0
638	639	1203,579	35216	23345	0	487	680	1140	0
639	640	1203,584	35332	23375	0	527	670	1120	0
640	641	1203,589	35467	23427	0	560	670	1120	0
641	642	1203,594	35623	23497	0	599	680	1100	0
642	643	1203,599	35798	23577	0	647	690	1110	0
643	644	1203,604	35989	23666	0	687	690	1110	0
644	645	1203,609	36189	23760	0	751	690	1090	0
645	646	1203,614	36393	23855	0	784	690	1090	0
646	647	1203,619	36597	23949	0	801	690	1090	0
647	648	1203,624	36796	24036	0	837	700	1100	0
648	649	1203,629	36982	24116	0	832	700	1100	0
649	650	1203,634	37152	24186	0	811	710	1110	0
650	651	1203,639	37302	24252	0	796	710	1110	0
651	652	1203,644	37430	24314	0	728	710	1130	0
652	653	1203,649	37540	24371	0	676	710	1150	0
653	654	1203,654	37630	24425	0	556	710	1150	0
654	655	1203,659	37698	24476	24	419	720	1160	0
655	656	1203,664	37742	24528	24	133	720	1160	0
656	657	1203,669	37742	24528	48	0	720	1160	0
657	658	1203,674	37769	24638	64	0	730	1180	0
658	659	1203,679	37769	24692	144	0	730	1180	0
659	660	1203,684	37752	24746	240	0	730	1210	0
660	661	1203,689	37752	24746	320	0	730	1210	0
